TopContant,BackContanct,ActiveLayer,A_Bandgap(ev),A_theoretical_Bandgap(ev),Thickness(nm),Dopant,Substrate,S_Bandgap(ev),S_theoretical_Bandgap(ev),SubstrateType,Morphology,Wavelength(nm),Responsivity(A/W),RiseTime(s),FallTime(s),PowerIntensity(μW/cm2),DarkCurrent(μA),Photocurrent(μA),On–off ratio,Bias(V),Aabsx6,Aabsx5,Aabsx4,Aabsx3,Aabsx2,Aabsx,Aabsint,RamanA,RamanB,Rcoeff1,Rcoeff2,Rcoeff3,Rcoeff4,Rcoeff5,Rcoeff6,Rcoeff7,Rcoeff8,Rcoeff9,Rcoeff10,Rcoeff11,Rcoeff12,Rcoeff13,Rcoeff14,Rcoeff15,Rcoeff16,Rcoeff17,Rcoeff18,Rcoeff19,Rcoeff20,Rshif1,Rshif2,Rshif3,Rshif4,Rshif5,Rshif6,Rshif7,Rshif8,Rshif9,Rshif10,Rshif11,Rshif12,Rshif13,Rshif14,Rshif15,Rshif16,Rshif17,Rshif18,Rshif19,Rshif20,xrdA,xrdB,xrdcoef1,xrdcoef2,xrdcoef3,xrdcoef4,xrdcoef5,xrdcoef6,xrdcoef7,xrdcoef8,xrdcoef9,xrdcoef10,xrdcoef11,xrdcoef12,xrdcoef13,xrdcoef14,xrdcoef15,xrdcoef16,xrdcoef17,xrdcoef18,xrdcoef19,xrdcoef20,shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,shift11,shift12,shift13,shift14,shift15,shift16,shift17,shift18,shift19,shift20,SXRDA,SXRDB,SXRDcoeff1,SXRDcoeff2,SXRDcoeff3,SXRDcoeff4,SXRDcoeff5,SXRDcoeff6,SXRDcoeff7,SXRDcoeff8,SXRDcoeff9,SXRDcoeff10,SXRDcoeff11,SXRDcoeff12,SXRDcoeff13,SXRDcoeff14,SXRDcoeff15,SXRDcoeff16,SXRDcoeff17,SXRDcoeff18,SXRDcoeff19,SXRDcoeff20,SXRDcoeff21,SXRDcoeff22,SXRDcoeff23,SXRDcoeff24,SXRDcoeff25,SXRDcoeff26,SXRDcoeff27,SXRDcoeff28,SXRDcoeff29,SXRDcoeff30,SXRDshift1,SXRDshift2,SXRDshift3,SXRDshift4,SXRDshift5,SXRDshift6,SXRDshift7,SXRDshift8,SXRDshift9,SXRDshift10,SXRDshift11,SXRDshift12,SXRDshift13,SXRDshift14,SXRDshift15,SXRDshift16,SXRDshift17,SXRDshift18,SXRDshift19,SXRDshift20,SXRDshift21,SXRDshift22,SXRDshift23,SXRDshift24,SXRDshift25,SXRDshift26,SXRDshift27,SXRDshift28,SXRDshift29,SXRDshift30
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.002246407,,,40000,10.12415989,99.98045544,9.875432289,4.004200076,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.001907011,,,40000,8.868128431,85.14855951,9.601638066,3.855655418,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.001657612,,,40000,7.435962105,73.74042784,9.916729914,3.732575557,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.001327223,,,40000,6.107635421,59.19654419,9.692219674,3.562810233,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.001018275,,,40000,4.779308736,45.51031887,9.522364296,3.384556642,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.000755431,,,40000,3.606741514,33.82398796,9.377990584,3.197814785,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.000467529,,,40000,2.866839464,21.56801097,7.523271266,2.998340529,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.00019918,,,40000,1.926751714,9.893946332,5.13503959,2.705495345,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.0000235543,,,40000,2.143694257,3.085866172,1.439508531,2.313337445,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.002782117,,,20000,18.13608405,73.77843101,4.068046376,4.751167504,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.00284207,,,20000,16.04071586,72.8821153,4.543569995,4.570084491,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.002670024,,,20000,14.64871355,68.04920072,4.645404558,4.383342634,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.002484085,,,20000,12.29929706,61.9809899,5.039392868,4.178209534,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.00227028,,,20000,11.57670162,56.98230529,4.92215375,4.013900952,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.002009559,,,20000,10.12415989,50.31533643,4.96982831,3.812607782,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
Al,Al,SnO2,4.2,0.85,130,GeO2,Si,2.08,0.61,,film,365,0.001764154,,,20000,8.868128431,44.15121497,4.978639554,3.61373983,3E-16,-1E-12,0.000000002,-0.000001,0.0007,-0.1521,14.395,0.075510948,-9.143261383,0.078705608,0.051656173,1.046207796,0.058816156,0.34624843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7348579,538.5377147,630.1068366,694.1808125,772.7582727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015901123,4.124035151,-0.008016199,0.348544485,0.164863981,0.109416272,0.189186757,0.017261795,0.085794379,-0.001647678,0,0,0,0,0,0,0,0,0,0,0,0,20.40076626,26.49644422,28.3357994,33.74130737,38.00415788,45.53239764,51.79993177,58.85262348,0,0,0,0,0,0,0,0,0,0,0,0,-0.02543977,1.288436644,1.860091224,12.4772692,-1.460386272,-10.83330103,-1.494897374,0.37963621,0.816240725,2.977933618,-0.147116595,-2.532924407,0.163037935,0.743369275,0.151873756,0.503704936,-0.00073198,-0.351027847,0.309421218,-0.220639012,-0.825521203,0.090306695,-0.204022808,-0.655201949,-0.080527745,0.069647516,0.093206111,-0.024179714,0.069072261,0,0,0,28.92610038,47.17310573,47.00346244,47.18823308,29.27526748,46.8798438,29.3882975,56.06321565,55.63881031,56.07337848,87.76661693,48.44582182,127.2091917,113.803607,29.74026553,113.7268856,76.25581772,45.95839,48.62783109,94.78584957,76.15287863,29.85402132,57.21816242,69.00695589,136.4418676,114.9887755,106.4550312,0,0,0
